time = 	1
x	y	z	u*	u	|u* - u|
1,4	2,4	2,4	-0,737393715541245	-0,598470366076854	0,138923349464391
			-0,737393715541245	-0,62914446837356	0,108249247167686
			0,169967142900241	0,172418185333055	0,00245104243281394
1,4	3,4	2,4	-0,966798192579461	-0,799088579274349	0,167709613305113
			-0,737393715541245	-0,629144468367485	0,10824924717376
			0,169967142900241	0,175387841290796	0,00542069839055545
2,4	1,4	2,4	0,169967142900241	0,172418185322702	0,00245104242246047
			-0,737393715541245	-0,598470366085858	0,138923349455387
			-0,737393715541245	-0,629144468367813	0,108249247173433
2,4	2,4	2,4	-0,737393715541245	-0,59847036606641	0,138923349474836
			-0,737393715541245	-0,598470366074367	0,138923349466879
			-0,737393715541245	-0,598470366064776	0,138923349476469
2,4	3,4	2,4	-0,966798192579461	-0,799088579272336	0,167709613307125
			-0,737393715541245	-0,59847036607115	0,138923349470095
			-0,737393715541245	-0,589675635075808	0,147718080465438
1,4	1,4	3,4	0,169967142900241	0,175387841289319	0,00542069838907841
			-0,966798192579461	-0,835563814972297	0,131234377607164
			0,169967142900241	0,162808955224026	0,00715818767621532
1,4	2,4	3,4	-0,737393715541245	-0,589675635084815	0,147718080456431
			-0,966798192579461	-0,8355638149634	0,131234377616061
			0,169967142900241	0,172418185334062	0,00245104243382105
1,4	3,4	3,4	-0,966798192579461	-0,789126271266795	0,177671921312666
			-0,966798192579461	-0,835563814975801	0,13123437760366
			0,169967142900241	0,175387841305991	0,00542069840575027
2,4	1,4	3,4	0,169967142900241	0,175387841295264	0,00542069839502307
			-0,966798192579461	-0,799088579291896	0,167709613287565
			-0,737393715541245	-0,629144468343368	0,108249247197877
2,4	2,4	3,4	-0,737393715541245	-0,589675635075281	0,147718080465965
			-0,966798192579461	-0,799088579271286	0,167709613308175
			-0,737393715541245	-0,59847036602355	0,138923349517696
2,4	3,4	3,4	-0,966798192579461	-0,789126271253021	0,17767192132644
			-0,966798192579461	-0,799088579282129	0,167709613297332
			-0,737393715541245	-0,589675635049613	0,147718080491632
1,4	1,4	4,4	0,169967142900241	0,173408070648886	0,00344092774864502
			-0,307332869978419	-0,268248629433085	0,0390842405453345
			0,169967142900241	0,16280895521377	0,00715818768647122
1,4	2,4	4,4	-0,737393715541245	-0,595538789071704	0,141854926469542
			-0,307332869978419	-0,268248629438126	0,039084240540293
			0,169967142900241	0,172418185337772	0,00245104243753072
1,4	3,4	4,4	-0,966798192579461	-0,795767809926834	0,171030382652627
			-0,307332869978419	-0,268248629427652	0,039084240550767
			0,169967142900241	0,175387841294086	0,00542069839384482
2,4	1,4	4,4	0,169967142900241	0,17340807065003	0,00344092774978935
			-0,307332869978419	-0,248032103092796	0,0593007668856234
			-0,737393715541245	-0,629144468362249	0,108249247178996
2,4	2,4	4,4	-0,737393715541245	-0,595538789052998	0,141854926488247
			-0,307332869978419	-0,248032103097548	0,0593007668808709
			-0,737393715541245	-0,598470366054896	0,138923349486349
2,4	3,4	4,4	-0,966798192579461	-0,795767809925345	0,171030382654116
			-0,307332869978419	-0,248032103102072	0,0593007668763477
			-0,737393715541245	-0,589675635065713	0,147718080475532
