time = 	1
x	y	z	u*	u	|u* - u|
			2,94	2,9414062265783	0,00140622657829814
2,4	1,4	3,4	2,94	2,94140625943383	0,00140625943383155
			17,34	17,3414063048272	0,00140630482715665
			8,64	8,64140624351858	0,00140624351857888
2,4	2,4	3,4	8,64	8,64140631877715	0,00140631877714803
			17,34	17,3414062562751	0,0014062562750965
			8,64	8,64140627936826	0,00140627936825588
2,4	3,4	3,4	17,34	17,3414063408889	0,00140634088895197
			17,34	17,3414062379154	0,00140623791541117
			8,64	8,64140629314571	0,00140629314570617
1,4	1,4	4,4	2,94	2,94140623649576	0,00140623649575833
			29,04	29,0414064041811	0,00140640418105775
			2,94	2,94140631325216	0,00140631325216312
1,4	2,4	4,4	8,64	8,64140621129316	0,00140621129316187
			29,04	29,041406245026	0,0014062450259722
			2,94	2,94140629075721	0,00140629075721144
1,4	3,4	4,4	17,34	17,3414062249354	0,00140622493535858
			29,04	29,0414062489707	0,00140624897071007
			2,94	2,94140619309048	0,00140619309047674
2,4	1,4	4,4	2,94	2,94140624919459	0,00140624919459142
			29,04	29,0414063914991	0,00140639149905653
			8,64	8,64140635237446	0,00140635237445963
2,4	2,4	4,4	8,64	8,64140627123662	0,00140627123662007
			29,04	29,0414062399166	0,00140623991662281
			8,64	8,64140620792096	0,00140620792095447
2,4	3,4	4,4	17,34	17,341406270393	0,00140627039304775
			29,04	29,0414062446547	0,00140624465473849
			8,64	8,64140606815361	0,00140606815361366
time = 	2
x	y	z	u*	u	|u* - u|
1,4	1,4	1,4	3,92	3,92187490856684	0,00187490856684258
			3,92	3,92187494510285	0,00187494510285147
			3,92	3,92187497306125	0,00187497306124706
1,4	2,4	1,4	11,52	11,5218749748242	0,0018749748242044
			3,92	3,92187499920937	0,00187499920936851
			3,92	3,92187495955871	0,00187495955871464
1,4	3,4	1,4	23,12	23,1218749544002	0,00187495440018992
			3,92	3,92187495155246	0,00187495155246387
			3,92	3,92187492972077	0,00187492972077274
2,4	1,4	1,4	3,92	3,92187503826721	0,0018750382672077
			3,92	3,92187495240508	0,00187495240508273
			11,52	11,5218749890798	0,00187498907984285
2,4	2,4	1,4	11,52	11,5218750389617	0,00187503896168906
			3,92	3,92187499398027	0,00187499398026736
			11,52	11,5218749867124	0,00187498671239794
2,4	3,4	1,4	23,12	23,1218750716808	0,00187507168077161
			3,92	3,92187500754242	0,00187500754242365
			11,52	11,5218749902493	0,00187499024925764
1,4	1,4	2,4	3,92	3,92187488201635	0,001874882016355
			11,52	11,5218749058686	0,00187490586859873
			3,92	3,92187496857091	0,00187496857090608
1,4	2,4	2,4	11,52	11,5218748341761	0,00187483417605705
			11,52	11,5218749868085	0,0018749868085397
			3,92	3,92187488111373	0,00187488111372636
1,4	3,4	2,4	23,12	23,1218747763605	0,00187477636045585
			11,52	11,5218749399513	0,00187493995131049
			3,92	3,92187489392857	0,00187489392857509
2,4	1,4	2,4	3,92	3,92187501810635	0,00187501810634716
			11,52	11,5218748190059	0,00187481900587905
			11,52	11,5218749374115	0,00187493741154832
2,4	2,4	2,4	11,52	11,52187496484	0,00187496484003802
			11,52	11,521875020153	0,00187502015295138
			11,52	11,5218748256252	0,00187482562521346
2,4	3,4	2,4	23,12	23,1218750387022	0,00187503870224859
			11,52	11,5218750216421	0,0018750216421175
			11,52	11,5218748491817	0,00187484918173375
1,4	1,4	3,4	3,92	3,92187496067138	0,00187496067138282
			23,12	23,121875081981	0,00187508198096609
			3,92	3,92187496334337	0,00187496334336945
1,4	2,4	3,4	11,52	11,5218748941179	0,00187489411786146
			23,12	23,1218749865488	0,00187498654877061
			3,92	3,92187495133111	0,00187495133110849
1,4	3,4	3,4	23,12	23,1218749288475	0,00187492884747442
			23,12	23,1218749735076	0,00187497350763621
			3,92	3,92187496332144	0,00187496332143899
2,4	1,4	3,4	3,92	3,92187503189469	0,00187503189468785
			23,12	23,1218750781851	0,00187507818510113
			11,52	11,5218749924019	0,00187499240188238
2,4	2,4	3,4	11,52	11,5218751365585	0,00187513655850502
			23,12	23,1218750122958	0,00187501229576625
			11,52	11,5218750660026	0,00187506600257414
2,4	3,4	3,4	23,12	23,121875147828	0,00187514782796683
			23,12	23,1218749854002	0,0018749854002067
			11,52	11,5218750828869	0,00187508288687965
1,4	1,4	4,4	3,92	3,9218749845115	0,00187498451149848
			38,72	38,7218752723475	0,00187527234752594
			3,92	3,92187511482824	0,00187511482823988
1,4	2,4	4,4	11,52	11,5218749434246	0,00187494342462813
			38,72	38,7218749901036	0,00187499010360881
			3,92	3,92187507423638	0,00187507423638156
1,4	3,4	4,4	23,12	23,1218749556309	0,00187495563093165
			38,72	38,7218749971407	0,00187499714065353
			3,92	3,92187490376754	0,00187490376754118
2,4	1,4	4,4	3,92	3,92187500357146	0,00187500357145565
			38,72	38,7218752442023	0,00187524420226026
			11,52	11,5218751821097	0,0018751821096874
2,4	2,4	4,4	11,52	11,5218750389822	0,00187503898218466
			38,72	38,7218749810932	0,00187498109318796
			11,52	11,5218749441665	0,00187494416651113
2,4	3,4	4,4	23,12	23,1218750330862	0,00187503308622539
			38,72	38,721874986724	0,00187498672399045
			11,52	11,521874697623	0,00187469762298953
time = 	2,5
x	y	z	u*	u	|u* - u|
1,4	1,4	1,4	4,9	4,90234360903229	0,00234360903229192
			4,9	4,90234365300619	0,00234365300618666
			4,9	4,90234372162336	0,00234372162336438
1,4	2,4	1,4	14,4	14,4023436646562	0,00234366465622315
			4,9	4,90234373220689	0,00234373220689044
			4,9	4,90234368159983	0,00234368159983145
1,4	3,4	1,4	28,9	28,9023435872737	0,00234358727374939
			4,9	4,90234371389467	0,00234371389467292
			4,9	4,90234362540718	0,00234362540717825
2,4	1,4	1,4	4,9	4,90234376720742	0,00234376720741913
			4,9	4,90234366001405	0,00234366001405117
			14,4	14,4023436710237	0,00234367102370925
2,4	2,4	1,4	14,4	14,4023437344901	0,00234373449011116
			4,9	4,90234371059978	0,002343710599785
			14,4	14,4023436733547	0,0023436733546589
2,4	3,4	1,4	28,9	28,902343758876	0,00234375887595206
			4,9	4,90234377020223	0,00234377020222709
			14,4	14,4023436530521	0,00234365305213302
1,4	1,4	2,4	4,9	4,90234372674369	0,00234372674369343
			14,4	14,4023436730711	0,00234367307106886
			4,9	4,90234372531274	0,00234372531274474
1,4	2,4	2,4	14,4	14,4023437098582	0,00234370985819865
			14,4	14,4023437181013	0,00234371810125289
			4,9	4,90234365027474	0,00234365027473604
1,4	3,4	2,4	28,9	28,9023435767312	0,00234357673119945
			14,4	14,4023436679782	0,00234366797823427
			4,9	4,90234365005249	0,00234365005248982
2,4	1,4	2,4	4,9	4,902343745548	0,00234374554800265
			14,4	14,4023436320064	0,00234363200640786
			14,4	14,4023436920919	0,0023436920918698
2,4	2,4	2,4	14,4	14,4023436948622	0,00234369486219244
			14,4	14,4023437320945	0,00234373209453054
			14,4	14,4023435530359	0,00234355303586931
2,4	3,4	2,4	28,9	28,9023438426136	0,002343842613584
			14,4	14,402343792552	0,00234379255202022
			14,4	14,4023436441506	0,0023436441505833
1,4	1,4	3,4	4,9	4,90234388285189	0,00234388285189358
			28,9	28,902343858747	0,0023438587469542
			4,9	4,90234370911274	0,00234370911273896
1,4	2,4	3,4	14,4	14,4023436515615	0,00234365156153515
			28,9	28,9023437349622	0,00234373496223839
			4,9	4,90234368267793	0,00234368267793084
1,4	3,4	3,4	28,9	28,9023435680346	0,00234356803458624
			28,9	28,9023437086269	0,00234370862693112
			4,9	4,90234370971628	0,00234370971627751
2,4	1,4	3,4	4,9	4,90234393311001	0,0023439331100148
			28,9	28,9023438328711	0,00234383287106965
			14,4	14,4023437177401	0,00234371774014797
2,4	2,4	3,4	14,4	14,4023440095654	0,00234400956537861
			28,9	28,9023437723788	0,00234377237880068
			14,4	14,4023438140073	0,00234381400725248
2,4	3,4	3,4	28,9	28,9023440021724	0,00234400217239283
			28,9	28,9023437882347	0,00234378823471815
			14,4	14,4023438954913	0,00234389549131109
1,4	1,4	4,4	4,9	4,90234381289414	0,00234381289414465
			48,4	48,4023441332297	0,00234413322966986
			4,9	4,90234405749186	0,00234405749186539
1,4	2,4	4,4	14,4	14,4023437161035	0,00234371610351403
			48,4	48,4023437395535	0,00234373955353817
			4,9	4,90234388516956	0,00234388516956052
1,4	3,4	4,4	28,9	28,9023436837853	0,00234368378530547
			48,4	48,4023437195692	0,00234371956920398
			4,9	4,90234362300748	0,00234362300748092
2,4	1,4	4,4	4,9	4,90234375595706	0,00234375595706204
			48,4	48,4023440663225	0,00234406632246476
			14,4	14,4023441337292	0,00234413372924003
2,4	2,4	4,4	14,4	14,4023438298773	0,00234382987729376
			48,4	48,4023437321171	0,0023437321171329
			14,4	14,4023436538648	0,00234365386482338
2,4	3,4	4,4	28,9	28,9023437880602	0,00234378806016267
			48,4	48,4023437143445	0,00234371434445535
			14,4	14,4023433122013	0,00234331220129391
time = 	3
x	y	z	u*	u	|u* - u|
1,4	1,4	1,4	5,88	5,88281233775203	0,00281233775203393
			5,88	5,88281235947997	0,00281235947996983
			5,88	5,88281246387696	0,00281246387696221
1,4	2,4	1,4	17,28	17,2828124043511	0,00281240435114327
			5,88	5,88281246604888	0,00281246604888441
			5,88	5,88281241584178	0,00281241584177749
1,4	3,4	1,4	34,68	34,6828122863349	0,00281228633490826
			5,88	5,88281248374569	0,00281248374568843
			5,88	5,8828123352997	0,00281233529970226
2,4	1,4	1,4	5,88	5,88281251319061	0,00281251319061049
			5,88	5,88281236727672	0,00281236727672507
			17,28	17,2828123474114	0,00281234741144232
2,4	2,4	1,4	17,28	17,2828124553528	0,00281245535276042
			5,88	5,88281241320684	0,00281241320684256
			17,28	17,282812383062	0,00281238306195419
2,4	3,4	1,4	34,68	34,6828124816153	0,00281248161530812
			5,88	5,88281253871087	0,00281253871086751
			17,28	17,2828123031743	0,00281230317434478
1,4	1,4	2,4	5,88	5,88281257798579	0,00281257798578949
			17,28	17,2828124609024	0,00281246090239762
			5,88	5,88281248158676	0,00281248158676473
1,4	2,4	2,4	17,28	17,2828125531029	0,00281255310290618
			17,28	17,2828124568354	0,00281245683535047
			5,88	5,8828124523914	0,00281245239140038
1,4	3,4	2,4	34,68	34,6828123425846	0,00281234258462604
			17,28	17,2828124090425	0,002812409042523
			5,88	5,88281243653638	0,00281243653637731
2,4	1,4	2,4	5,88	5,88281247961109	0,00281247961109266
			17,28	17,2828125049684	0,00281250496836094
			17,28	17,2828124524846	0,0028124524845623
2,4	2,4	2,4	17,28	17,2828124118336	0,002812411833645
			17,28	17,2828124052099	0,00281240520992299
			17,28	17,2828123431608	0,00281234316076961
2,4	3,4	2,4	34,68	34,6828126207395	0,0028126207394692
			17,28	17,2828125615021	0,00281256150210396
			17,28	17,2828124762095	0,00281247620954161
1,4	1,4	3,4	5,88	5,8828127552314	0,00281275523140501
			34,68	34,6828126258378	0,00281262583779807
			5,88	5,88281246833154	0,0028124683315438
1,4	2,4	3,4	17,28	17,2828123916091	0,0028123916091225
			34,68	34,6828124897724	0,00281248977245241
			5,88	5,88281241472179	0,0028124147217925
1,4	3,4	3,4	34,68	34,6828122427909	0,00281224279091674
			34,68	34,6828124390193	0,0028124390193156
			5,88	5,882812470072	0,00281247007199603
2,4	1,4	3,4	5,88	5,88281276786226	0,00281276786226137
			34,68	34,6828125926094	0,00281259260944466
			17,28	17,2828124236828	0,00281242368275514
2,4	2,4	3,4	17,28	17,28281282743	0,00281282742998812
			34,68	34,6828125168535	0,00281251685354533
			17,28	17,282812553371	0,00281255337098685
2,4	3,4	3,4	34,68	34,6828128618009	0,002812861800912
			34,68	34,6828126057543	0,00281260575426501
			17,28	17,2828126756173	0,002812675617335
1,4	1,4	4,4	5,88	5,88281264970242	0,00281264970241857
			58,08	58,0828129894511	0,00281298945107267
			5,88	5,88281304513299	0,00281304513299485
1,4	2,4	4,4	17,28	17,2828124669659	0,002812466965878
			58,08	58,0828124883264	0,00281248832636294
			5,88	5,88281272771201	0,00281272771200847
1,4	3,4	4,4	34,68	34,6828124319877	0,00281243198773495
			58,08	58,0828124205139	0,00281242051393349
			5,88	5,88281235784804	0,00281235784804323
2,4	1,4	4,4	5,88	5,88281249153233	0,00281249153232821
			58,08	58,0828128917894	0,00281289178939659
			17,28	17,2828130872913	0,00281308729129748
2,4	2,4	4,4	17,28	17,282812607795	0,00281260779496861
			58,08	58,0828124950207	0,00281249502069159
			17,28	17,2828123647456	0,00281236474562263
2,4	3,4	4,4	34,68	34,6828125539608	0,00281255396080837
			58,08	58,0828124371835	0,00281243718350055
			17,28	17,2828119281896	0,0028119281896366
